Journal Abbreviation,Journal Name,Article,Author,Year,Volume
JMS,JOURNAL OF MANAGEMENT STUDIES,Behind the Stigma Shield: Frontline Employees' Emotional Response to Organizational Event Stigma at Work and at Home,"Frandsen, Sanne; Morsing, Mette",2022,59
AER,AMERICAN ECONOMIC REVIEW,"Fake News, Voter Overconfidence, and the Quality of Democratic Choice†","Kartal, Melis; Tyran, Jean-Robert",2022,112
MSOM,M&SOM-MANUFACTURING & SERVICE OPERATIONS MANAGEMENT,That's Not Fair: Tariff Structures for Electric Utilities with Rooftop Solar,"Singh, Siddharth Prakash; Scheller-Wolf, Alan",2022,24
JFE,JOURNAL OF FINANCIAL ECONOMICS,Blood in the water: The value of antitakeover provisions during market shocks,"Guernsey, Scott; Sepe, Simone M.; Serfling, Matthew",2022,143
MIT,MIT SLOAN MANAGEMENT REVIEW,When Gradual Change Beats Radical Transformation,"Visnjic, Ivanka; Birkinshaw, Julian; Linz, Carsten",2022,63
HR,HUMAN RELATIONS,Contesting Social Responsibilities of Business: Experiences in Context,[Anonymous],2022,75
OR,OPERATIONS RESEARCH,Scheduling to Differentiate Service in a Multiclass Service System,"Liu, Yunan; Sun, Xu; Hovey, Kyle",2022,70
OBHDP,ORGANIZATIONAL BEHAVIOR AND HUMAN DECISION PROCESSES,Working during non-standard work time undermines intrinsic motivation,"Giurge, Laura M.; Woolley, Kaitlin",2022,170
MISQ,MIS QUARTERLY,FREE-RIDING IN PRODUCTS WITH POSITIVE NETWORK EXTERNALITIES: EMPIRICAL EVIDENCE FROM A LARGE MOBILE NETWORK,"Belo, Rodrigo; Ferreira, Pedro",2022,46
JFE,JOURNAL OF FINANCIAL ECONOMICS,Strategic fragmented markets,"Babus, Ana; Parlatore, Cecilia",2022,145
HR,HUMAN RELATIONS,"The interactive effects of socialization tactics and work locus of control on newcomer work adjustment, job embeddedness, and voluntary turnover","Peltokorpi, Vesa; Feng, Jie; Pustovit, Sasha; Allen, David G.; Rubenstein, Alex L.",2022,75
POM,PRODUCTION AND OPERATIONS MANAGEMENT,The Effect of Marketing Breadth and Competitive Spread on Category Growth,"Xiang, Yi; Soberman, David; Gatignon, Hubert",2022,31
MSOM,M&SOM-MANUFACTURING & SERVICE OPERATIONS MANAGEMENT,Clinical Ambiguity and Conflicts of Interest in Interventional Cardiology Decision Making,"Dai, Tinglong; Wang, Xiaofang; Hwang, Chao-Wei",2022,24
MS,MANAGEMENT SCIENCE,The Earnings Expectations Game and the Dispersion Anomaly,"Veenman, David; Verwijmeren, Patrick",2022,68
ETP,ENTREPRENEURSHIP THEORY AND PRACTICE,Top Management Team Quality and Innovation in Venture-Backed Private Firms and IPO Market Rewards to Innovative Activity,"Chemmanur, Thomas J.; Gupta, Manish; Simonyan, Karen",2022,46
JPE,JOURNAL OF POLITICAL ECONOMY,Signaling in Online Credit Markets,"Kawai, Kei; Onishi, Ken; Uetake, Kosuke",2022,130
JAR,JOURNAL OF ACCOUNTING RESEARCH,The Joint Influence of Information Push and Value Relevance on Investor Judgments and Market Efficiency,"Elliott, W. Brooke; Gale, Brian T.; Hobson, Jessen L.",2022,60
JBE,JOURNAL OF BUSINESS ETHICS,Doing Good by Doing Bad: How Tone at the Top and Tone at the Bottom Impact Performance-Improving Noncompliant Behavior,"Ewelt-Knauer, Corinna; Schwering, Anja; Winkelmann, Sandra",2022,175
JFQA,JOURNAL OF FINANCIAL AND QUANTITATIVE ANALYSIS,Expert Advice: Industry Expertise of M&A Advisors and Acquirer Shareholder Returns,"Wang, Cong; Xie, Fei; Zhang, Kuo",2022,57
ROFS,REVIEW OF FINANCIAL STUDIES,Markets versus Mechanisms,"Boleslavsky, Raphael; Hennessy, Christopher A.; Kelly, David L.",2022,35
QJE,QUARTERLY JOURNAL OF ECONOMICS,"AFFIRMATIVE ACTION, MISMATCH, AND ECONOMIC MOBILITY AFTER CALIFORNIA'S PROPOSITION 209","Bleemer, Zachary",2022,137
AER,AMERICAN ECONOMIC REVIEW,Dispersed Behavior and Perceptions in Assortative Societies,"Frick, Mira; Iijima, Ryota; Ishii, Yuhta",2022,112
JCP,JOURNAL OF CONSUMER PSYCHOLOGY,The Identified Donor Effect: Disclosure of the Donor's Name Shapes the Recipient's Behavior,"Chen, Yunqing; Gao, Leilei",2022,32
JMR,JOURNAL OF MARKETING RESEARCH,Bayesian Consumer Profiling: How to Estimate Consumer Characteristics from Aggregate Data,"De Bruyn, Arnaud; Otter, Thomas",2022,59
MS,MANAGEMENT SCIENCE,Ad Blocking,"Gritckevich, Aleksandr; Katona, Zsolt; Sarvary, Miklos",2022,68
MS,MANAGEMENT SCIENCE,Durable Goods Adoption and the Consumer Discount Factor: A Case Study of the Norwegian Book Market,"Daljord, Oystein",2022,68
HR,HUMAN RELATIONS,Business as service? Human Relations and the British interwar management movement,"Maclean, Mairi; Shaw, Gareth; Harvey, Charles",2022,75
OR,OPERATIONS RESEARCH,Crosscutting Core Pricing in Combinatorial Exchanges with Financially Constrained Buyers: Computational Hardness and Algorithmic Solutions,"Bichler, Martin; Waldherr, Stefan",2022,70
QJE,QUARTERLY JOURNAL OF ECONOMICS,"War, Socialism, and the Rise of Fascism: an Empirical Exploration*","Acemoglu, Daron; De Feo, Giuseppe; De Luca, Giacomo; Russo, Gianluca",2022,137
HR,HUMAN RELATIONS,Employee proactive goal regulation and job performance: The role modeling and interacting effects of leader proactive goal regulation,"Wang, An-Chih; Kim, Tae-Yeol; Jiang, Yuan; Tang, Guiyao",2022,75
MS,MANAGEMENT SCIENCE,Is the Chinese Anticorruption Campaign Authentic? Evidence from Corporate Investigations,"Griffin, John M.; Liu, Clark; Shu, Tao",2022,68
JCR,JOURNAL OF CONSUMER RESEARCH,Racial Oppression and Racial Projects in Consumer Markets: A Racial Formation Theory Approach,"Crockett, David",2022,49
POM,PRODUCTION AND OPERATIONS MANAGEMENT,E-commerce supply chains with considerations of cyber-security: Should governments play a role?,"Luo, Suyuan; Choi, Tsan-Ming",2022,31
JFE,JOURNAL OF FINANCIAL ECONOMICS,Network effects in corporate financial policies,"Grieser, William; Hadlock, Charles; LeSage, James; Zekhnini, Morad",2022,144
HRM,HUMAN RESOURCE MANAGEMENT,Team boundary work and team workload demands: Their interactive effect on team vigor and team effectiveness,"Leicht-Deobald, Ulrich; Lam, Chak Fu; Bruch, Heike; Kunze, Florian; Wu, Wen",2022,61
HBR,HARVARD BUSINESS REVIEW,Case Study Does Facial Recognition Tech Enhance Security?,"Gentile, Mary C.; Dank, David; Harrell, Maralee",2022,100
MSOM,M&SOM-MANUFACTURING & SERVICE OPERATIONS MANAGEMENT,Prevent or Report? Managing Near Misses for Safer Operations,"Bakshi, Nitin; Peura, Heikki",2022,24
MS,MANAGEMENT SCIENCE,Optimal Search and Discovery,"Greminger, Rafael P.",2022,68
HR,HUMAN RELATIONS,Extending organizational socialization theory: Empirical evidence from volunteer work for refugees in France and Australia,"Traeger, Charlotte; Haski-Leventhal, Debbie; Alfes, Kerstin",2022,75
SMJ,STRATEGIC MANAGEMENT JOURNAL,What matters for interorganizational connectedness? Locating the drivers of multiplex corporate networks,"Novoselova, Olga A.",2022,43
POM,PRODUCTION AND OPERATIONS MANAGEMENT,Configuration of digital and physical infrastructure platforms: Private and public perspectives,"Joglekar, Nitin; Anderson, Edward G. Jr Jr; Lee, Kyungmin (Brad); Parker, Geoffrey; Settanni, Ettore; Srai, Jagjit Singh",2022,31
JIBS,JOURNAL OF INTERNATIONAL BUSINESS STUDIES,The impact of initial public offerings on SMEs' foreign investment decisions,"Jiang, Guoliang Frank; Reuer, Jeffrey J.; Southam, Colette; Beamish, Paul W.",2022,53
ROES,REVIEW OF ECONOMIC STUDIES,An Information-based Theory of Financial Intermediation,"Bethune, Zachary; Sultanum, Bruno; Trachter, Nicholas",2022,89
JBE,JOURNAL OF BUSINESS ETHICS,A Moral Disengagement Investigation of How and When Supervisor Psychological Entitlement Instigates Abusive Supervision,"Eissa, Gabi; Lester, Scott W.",2022,180
OSTD,ORGANIZATION STUDIES,Multidirectional Idea Travelling Across an Organizational Field,"Nielsen, Jeppe Agger; Mathiassen, Lars; Newell, Sue",2022,43
SEJ,STRATEGIC ENTREPRENEURSHIP JOURNAL,From tensions to synergy: Causation and effectuation in the process of venture creation,"Galkina, Tamara; Atkova, Irina; Yang, Man",2022,16
ISR,INFORMATION SYSTEMS RESEARCH,Creative Appeals in Firm-Generated Content and Product Performance,"Mu, Jifeng; Zhang, Jonathan; Borah, Abhishek; Qi, Jiayin",2022,33
RP,RESEARCH POLICY,Breakthrough innovations and where to find them,"Capponi, Giovanna; Martinelli, Arianna; Nuvolari, Alessandro",2022,51
ETP,ENTREPRENEURSHIP THEORY AND PRACTICE,Planned Luck: How Incubators Can Facilitate Serendipity for Nascent Entrepreneurs Through Fostering Network Embeddedness,"Busch, Christian; Barkema, Harry",2022,46
JMAN,JOURNAL OF MANAGEMENT,An Explanation of Personality Change in Organizational Science: Personality as an Outcome of Workplace Stress,"Smallfield, Jarvis; Kluemper, Donald H.",2022,48
HBR,HARVARD BUSINESS REVIEW,The Next Great Digital <i>Advantage</i>,"Govindarajan, Vijay; Venkatraman, N. Venkat",2022,100
HR,HUMAN RELATIONS,Moved to speak up: How prosocial emotions influence the employee voice process,"Heaphy, Emily; Lilius, Jacoba; Feldman, Elana",2022,75
MS,MANAGEMENT SCIENCE,A Comparative Empirical Study of Discrete Choice Models in Retail Operations,"Berbeglia, Gerardo; Garassino, Agustin; Vulcano, Gustavo",2022,68
AOS,ACCOUNTING ORGANIZATIONS AND SOCIETY,Negotiating with the tax auditor: Determinants of tax auditors' negotiation strategy choice and the effect on firms' tax adjustments,"Blaufus, Kay; Lorenz, Daniela; Milde, Michael; Peuthert, Benjamin; Schwaebe, Alexander N.",2022,97
MS,MANAGEMENT SCIENCE,"Trust, Incomplete Contracting, and Corporate Innovation","Xie, Fei; Zhang, Bohui; Zhang, Wenrui",2022,68
JBE,JOURNAL OF BUSINESS ETHICS,Pledging Patent Rights for Fighting Against the COVID-19: From the Ethical and Efficiency Perspective,"Yuan, Xiaodong; Li, Xiaotao",2022,179
JFE,JOURNAL OF FINANCIAL ECONOMICS,Market efficiency in the age of big data,"Martin, Ian W. R.; Nagel, Stefan",2022,145
MS,MANAGEMENT SCIENCE,Why Bitcoin Will Fail to Scale?,"Malik, Nikhil; Aseri, Manmohan; Singh, Param Vir; Srinivasan, Kannan",2022,68
JBV,JOURNAL OF BUSINESS VENTURING,Align or perish: Social enterprise network orchestration in Sub-Saharan Africa,"Busch, Christian; Barkema, Harry",2022,37
JBE,JOURNAL OF BUSINESS ETHICS,Workplace Injury and the Failing Academic Body: A Testimony of Pain,"Liu, Helena",2022,179
JM,JOURNAL OF MARKETING,Fields of Gold: Scraping Web Data for Marketing Insights,"Boegershausen, Johannes; Datta, Hannes; Borah, Abhishek; Stephen, Andrew T.",2022,86
JAP,JOURNAL OF APPLIED PSYCHOLOGY,Young Stars and Red Giants: The Moderating Effect of Age Diversity on the Relationship Between the Proportion of High Performers and Team Performance,"Szatmari, Balazs",2022,107
MKTGSC,MARKETING SCIENCE,Visibility and Peer Influence in Durable Good Adoption,"Bollinger, Bryan; Gillingham, Kenneth; Kirkpatrick, A. Justin; Sexton, Steven",2022,41
POM,PRODUCTION AND OPERATIONS MANAGEMENT,Supply chain challenges in the post-Covid Era,"Graves, Stephen C.; Tomlin, Brian T.; Willems, Sean P.",2022,31
JFE,JOURNAL OF FINANCIAL ECONOMICS,Product market strategy and corporate policies,"Hajda, Jakub; Nikolov, Boris",2022,146
JAE,JOURNAL OF ACCOUNTING & ECONOMICS,"Is corporate transparency the solution to political failure on our greatest problems? A discussion of Darendeli, Fiechter, Hitz, and Lehmann (2022)","Christensen, Hans B.",2022,74
MIT,MIT SLOAN MANAGEMENT REVIEW,Mapping Exclusion in the Organization,"Carboni, Inga; Parker, Andrew; Langowitz, Nan S.",2022,63
JBV,JOURNAL OF BUSINESS VENTURING,Staying poor: Unpacking the process of barefoot institutional entrepreneurship failure,"Granados, Maria L.; Rosli, Ainurul; Gotsi, Manto",2022,37
JIBS,JOURNAL OF INTERNATIONAL BUSINESS STUDIES,"Charting new courses to enter foreign markets: Conceptualization, theoretical framework, and research directions on non-traditional entry modes","Brouthers, Keith D.; Chen, Liang; Li, Sali; Shaheer, Noman",2022,53
JBE,JOURNAL OF BUSINESS ETHICS,How Corporate Charitable Giving Reduces the Costs of Formal Controls,"Reichert, Bernhard E.; Sohn, Matthias",2022,176
JMR,JOURNAL OF MARKETING RESEARCH,"The More You Ask, the Less You Get: When Additional Questions Hurt External Validity","Li, Ye; Krefeld-Schwalb, Antonia; Wall, Daniel G.; Johnson, Eric J.; Toubia, Olivier; Bartels, Daniel M.",2022,59
JBE,JOURNAL OF BUSINESS ETHICS,Country Portfolio and Taxation: Evidence from Japan,"Gu, Junjian",2022,175
ROES,REVIEW OF ECONOMIC STUDIES,Welfare and Redistribution in Residential Electricity Markets with Solar Power,"Feger, Fabian; Pavanini, Nicola; Radulescu, Doina",2022,89
JFE,JOURNAL OF FINANCIAL ECONOMICS,On the information content of credit ratings and market-based measures of default risk,"Gredil, Oleg R.; Kapadia, Nishad; Lee, Jung Hoon",2022,146
MS,MANAGEMENT SCIENCE,"Drivers, Riders, and Service Providers: The Impact of the Sharing Economy on Mobility","Benjaafar, Saif; Bernhard, Harald; Courcoubetis, Costas; Kanakakis, Michail; Papafragkos, Spyridon",2022,68
POM,PRODUCTION AND OPERATIONS MANAGEMENT,Fulfillment scheduling for buy-online-pickup-in-store orders,"Wu, Xueqi; Chen, Zhi-Long",2022,31
JM,JOURNAL OF MARKETING,Machine Learning for Creativity: Using Similarity Networks to Design Better Crowdfunding Projects,"Wei, Yanhao; Hong, Jihoon; Tellis, Gerard J.",2022,86
ISR,INFORMATION SYSTEMS RESEARCH,Overcoming the Single-IS Paradigm in Individual-Level IS Research,"Gerlach, Jin P.; Cenfetelli, Ronald T.",2022,33
MS,MANAGEMENT SCIENCE,The Risk of Caution: Evidence from an Experiment,"Carson, Richard T.; Zivin, Joshua Graff; Louviere, Jordan J.; Sadoff, Sally; Shrader, Jeffrey G.",2022,68
MSOM,M&SOM-MANUFACTURING & SERVICE OPERATIONS MANAGEMENT,Sourcing from a Self-Reporting Supplier: Strategic Communication of Social Responsibility in a Supply Chain,"Lu, Tao; Tomlin, Brian",2022,24
HBR,HARVARD BUSINESS REVIEW,The Telehealth Era Is Just Beginning,"Pearl, Robert; Wayling, Brian",2022,100
MKTGSC,MARKETING SCIENCE,Tied Goods and Consumer Switching Costs,"Huang, Yufeng",2022,41
JIBS,JOURNAL OF INTERNATIONAL BUSINESS STUDIES,Complexity in a multinational enterprise's global supply chain and its international business performance: A bane or a boon?,"Sharma, Amalesh; Kumar, V; Borah, Sourav Bikash; Adhikary, Anirban",2022,53
POM,PRODUCTION AND OPERATIONS MANAGEMENT,The impact of social capital and transaction efficacy on salesperson performance,"Mallapragada, Girish; Gupta, Aditya; Josephson, Brett",2022,31
OSTD,ORGANIZATION STUDIES,Cultures and Institutions: Dispositional and contextual explanations for country-of-origin effects in MNC 'ethnocentric' staffing practices,"Lee, Hyun-Jung; Yoshikawa, Katsuhiko; Harzing, Anne-Wil",2022,43
JFE,JOURNAL OF FINANCIAL ECONOMICS,Liquidity in the global currency market,"Ranaldo, Angelo; de Magistris, Paolo Santucci",2022,146
JAE,JOURNAL OF ACCOUNTING & ECONOMICS,The effects of ratings disclosure by bank regulators,"Gopalan, Yadav",2022,73
JBV,JOURNAL OF BUSINESS VENTURING,The role of prototype fidelity in technology crowdfunding,"Wessel, Michael; Thies, Ferdinand; Benlian, Alexander",2022,37
POM,PRODUCTION AND OPERATIONS MANAGEMENT,Operational hedging or financial hedging? Strategic risk management in commodity procurement,"Xing, Wei; Ma, Shanshan; Zhao, Xuan; Liu, Liming",2022,31
AR,ACCOUNTING REVIEW,Does Board Demographic Diversity Enhance Cognitive Diversity and Monitoring?,"Kang, Jun-Koo; Kim, Seil; Oh, Seungjoon",2022,97
HBR,HARVARD BUSINESS REVIEW,What Does Your Company Really Stand For?,"Ingram, Paul; Choi, Yoonjin",2022,100
RP,RESEARCH POLICY,Measurement errors and estimation biases with incomplete social networks: replication studies on intra-firm inventor network analysis,"Goossen, Martin C.; Paruchuri, Srikanth",2022,51
JMS,JOURNAL OF MANAGEMENT STUDIES,Not on Skid Row: Stigma Management in Addiction Treatment Organizations,"Goodrick, Elizabeth; Bagdasarian, Jennifer Ling; Jarvis, Lee C.",2022,59
JFE,JOURNAL OF FINANCIAL ECONOMICS,The missing risk premium in exchange rates,"Dahlquist, Magnus; Penasse, Julien",2022,143
JCR,JOURNAL OF CONSUMER RESEARCH,Relevance-Reloaded and Recoded,"Schmitt, Bernd H.; Cotte, June; Giesler, Markus; Stephen, Andrew T.; Wood, Stacy",2022,48
JOOM,JOURNAL OF OPERATIONS MANAGEMENT,Group-level information decay and inventory inspection: An empirical-analytical approach,"Chuang, Howard Hao-Chun; Oliva, Rogelio; Kumar, Subodha",2022,68
RP,RESEARCH POLICY,Evaluating the tail of the distribution: the economic contributions of frequently awarded government R&D recipients,"Feldman, Maryann; Johnson, Evan E.; Bellefleur, Remi; Dowden, Savannah; Talukder, Eshika",2022,51
AER,AMERICAN ECONOMIC REVIEW,Taxes and Turnout: When the Decisive Voter Stays at Horne,"Bierbrauer, Felix; Tsyvinski, Aleh; Werquin, Nicolas",2022,112
JFE,JOURNAL OF FINANCIAL ECONOMICS,The international propagation of economic downturns through multinational companies: The real economy channel *,"Bena, Jan; Dinc, Serdar; Erel, Isil",2022,146
JFE,JOURNAL OF FINANCIAL ECONOMICS,Oil volatility risk,"Gao, Lin; Hitzemann, Steffen; Shaliastovich, Ivan; Xu, Lai",2022,144
MS,MANAGEMENT SCIENCE,"Middle Managers, Personnel Turnover, and Performance: A Long-Term Field Experiment in a Retail Chain","Friebel, Guido; Heinz, Matthias; Zubanov, Nikolay",2022,68
MSOM,M&SOM-MANUFACTURING & SERVICE OPERATIONS MANAGEMENT,Labor Welfare in On-Demand Service Platforms,"Benjaafar, Saif; Ding, Jian-Ya; Kong, Guangwen; Taylor, Terry",2022,24
JIBS,JOURNAL OF INTERNATIONAL BUSINESS STUDIES,"Why the world economy needs, but will not get, more globalization in the post-COVID-19 decade","Ciravegna, Luciano; Michailova, Snejina",2022,53
MS,MANAGEMENT SCIENCE,"Revisiting the Entrepreneurial Commercialization of Academic Science: Evidence from ""Twin"" Discoveries","Marx, Matt; Hsu, David H.",2022,68
RP,RESEARCH POLICY,Gendered knowledge in fields and academic careers,"Kim, Lanu; Smith, Daniel Scott; Hofstra, Bas; McFarland, Daniel A.",2022,51
ECMTR,ECONOMETRICA,Global Banks and Systemic Debt Crises,"Morelli, Juan M.; Ottonello, Pablo; Perez, Diego J.",2022,90
ROES,REVIEW OF ECONOMIC STUDIES,Are High-Interest Loans Predatory? Theory and Evidence from Payday Lending,"Allcott, Hunt; Kim, Joshua; Taubinsky, Dmitry; Zinman, Jonathan",2022,89
MS,MANAGEMENT SCIENCE,Firm-Specific Risk-Neutral Distributions with Options and CDS,"Aramonte, Sirio; Jahan-Parvar, Mohammad R.; Rosen, Samuel; Schindler, John W.",2022,68
MS,MANAGEMENT SCIENCE,The Informational Content of High-Frequency Option Prices,"Amaya, Diego; Begin, Jean-Francois; Gauthier, Genevieve",2022,68
MKTGSC,MARKETING SCIENCE,Show and Sell: Studying the Effects of Branded Cigarette Product Placement in TV Shows on Cigarette Sales,"Goli, Ali; Mummalaneni, Simha; Chintagunta, Pradeep K.; Dhar, Sanjay K.",2022,41
JMR,JOURNAL OF MARKETING RESEARCH,Effects of Payment on User Engagement in Online Courses,"Goli, Ali; Chintagunta, Pradeep K.; Sriram, S.",2022,59
ROAS,REVIEW OF ACCOUNTING STUDIES,Career concerns for revealing misreporting,"Curtis, Quinn D.; Hopkins, Justin J.",2022,27
AR,ACCOUNTING REVIEW,Non-Price and Price Performance Vesting Provisions and CEO Incentives,"Core, John E.; Packard, Heidi A.",2022,97
OR,OPERATIONS RESEARCH,Continuous Patrolling Games,"Alpern, Steve; Bui, Thuy; Lidbetter, Thomas; Papadaki, Katerina",2022,70
ASQ,ADMINISTRATIVE SCIENCE QUARTERLY,One-Hit Wonders versus Hit Makers: Sustaining Success in Creative Industries,"Berg, Justin M.",2022,67
